Employee_ID,Age,Industry,Job_Role,Experience_Years,Company_Size,Remote_Work_Type,AI_Tools_Used,Daily_AI_Usage_Hours,Primary_AI_Tool,Tasks_Automated_Percent,Time_Saved_Per_Day_Minutes,Learning_Time_Per_Week_Hours,Meetings_Per_Day,Work_Hours_Per_Day,Job_Satisfaction,Productivity_Change,Salary_USD,Promotion_Last_Year,Fear_of_AI_Replacing_Job,Target
14218,35,Marketing,HR,3,Small,Remote,3,1.3,Claude,61,16,3.1,0,7.6,Medium,Same,50130,Yes,High,Low
14219,47,Finance,Data Analyst,17,Medium,Onsite,4,2.5,ChatGPT,47,170,3.1,3,7.1,High,Increased,83997,Yes,High,Low
14220,45,Tech,Consultant,9,Large,Onsite,3,4.9,Claude,47,86,5.0,6,4.0,Low,Decreased,56071,Yes,High,Low
14221,37,Tech,Consultant,12,Large,Hybrid,2,2.4,Gemini,63,134,0.7,6,8.5,High,Increased,67236,Yes,High,Low
14222,22,Marketing,Data Analyst,0,MNC,Hybrid,2,0.5,Midjourney,64,78,3.8,4,9.7,High,Decreased,33759,Yes,Medium,Low
14223,31,Retail,Software Engineer,4,Large,Onsite,3,3.6,Grok,12,170,0.9,1,9.7,High,Decreased,42507,No,High,Low
14224,34,Education,Manager,6,Small,Onsite,2,1.3,Midjourney,39,128,1.1,5,8.9,Low,Decreased,49774,Yes,Low,Low
14225,44,Marketing,Software Engineer,9,Medium,Onsite,1,0.2,Claude,1,77,2.8,2,8.5,Low,Same,48998,No,High,Low
14226,35,Marketing,HR,5,Small,Hybrid,3,0.8,ChatGPT,33,113,1.8,0,9.4,High,Increased,47348,Yes,High,Low
14227,49,Education,Consultant,26,Large,Hybrid,3,0.2,ChatGPT,62,96,0.4,7,7.9,Low,Same,88604,Yes,Low,Low
14228,40,Retail,Manager,11,MNC,Onsite,0,4.7,Claude,3,18,3.9,5,4.4,High,Decreased,50548,No,Low,Low
14229,41,Healthcare,Software Developer,10,Medium,Onsite,2,0.3,ChatGPT,30,20,5.2,6,8.6,Low,Same,51198,No,Medium,Low
14230,46,Healthcare,Software Developer,4,Small,Hybrid,4,4.7,Gemini,54,98,0.3,5,9.9,Medium,Same,64412,Yes,Medium,Low
14231,37,Education,Software Developer,8,Small,Onsite,3,2.9,Gemini,43,108,2.7,3,9.3,Low,Same,59356,Yes,High,Low
14232,50,Education,Consultant,13,MNC,Remote,0,2.5,Copilot,63,54,3.9,4,9.1,High,Increased,63529,No,Medium,Low
14233,22,Marketing,Software Engineer,0,MNC,Onsite,3,4.8,Claude,74,56,4.6,7,7.3,Medium,Increased,34160,Yes,Low,Low
14234,47,Marketing,Data Scientist,9,Large,Remote,3,3.9,Grok,79,144,5.5,5,6.5,Medium,Increased,68706,Yes,Medium,High
14235,34,Marketing,Data Scientist,9,Medium,Hybrid,3,3.6,Grok,42,38,2.7,7,5.2,Low,Increased,57084,Yes,Low,Low
14236,51,Marketing,Manager,16,Small,Hybrid,3,4.8,Gemini,64,172,4.3,2,7.8,High,Same,66673,Yes,Low,High
14237,33,Finance,Software Developer,6,Large,Remote,3,4.0,Copilot,52,39,0.9,4,7.4,Low,Decreased,54432,Yes,Medium,Low
14238,47,Tech,Software Developer,22,Medium,Hybrid,4,3.5,Copilot,36,22,5.3,7,5.6,High,Decreased,100883,Yes,Low,Low
14239,38,Education,Manager,4,Medium,Onsite,3,3.2,Copilot,8,43,1.4,7,5.1,High,Same,54915,No,Medium,Low
14240,30,Marketing,Consultant,2,Small,Hybrid,4,3.6,ChatGPT,47,73,4.7,5,9.0,High,Decreased,48072,Yes,Medium,Low
14241,37,Retail,Manager,1,Small,Remote,3,1.4,Midjourney,44,34,5.6,4,9.6,Medium,Same,40347,Yes,High,Low
14242,36,Finance,HR,2,Small,Onsite,4,0.9,Copilot,33,105,4.5,3,5.5,High,Same,52666,Yes,High,Low
14243,42,Finance,Data Analyst,14,Large,Onsite,0,2.7,Claude,53,21,1.8,0,8.8,Low,Same,67580,No,High,Low
14244,36,Healthcare,Data Scientist,1,Large,Hybrid,4,1.2,ChatGPT,5,11,0.6,0,5.8,Low,Same,50173,No,High,Low
14245,28,Healthcare,Software Engineer,0,MNC,Hybrid,2,4.5,ChatGPT,14,124,0.9,5,5.7,High,Increased,50037,No,High,Low
14246,52,Healthcare,Designer,9,Large,Remote,0,2.8,Grok,21,19,2.7,3,9.2,High,Same,59565,No,High,Low
14247,49,Tech,Designer,0,Medium,Hybrid,2,1.3,Copilot,26,153,4.0,0,8.5,Medium,Same,40702,No,Medium,Low
14248,50,Education,Software Developer,4,Small,Remote,0,4.5,Gemini,41,23,1.6,2,7.3,Low,Decreased,44604,No,Low,Low
14249,28,Education,Data Scientist,5,Small,Onsite,0,0.1,Grok,61,50,2.7,7,8.0,High,Increased,42560,No,High,Low
14250,35,Healthcare,Designer,7,MNC,Hybrid,4,4.5,Gemini,33,83,5.7,0,10.0,Medium,Same,51353,Yes,High,Low
14251,28,Education,Data Analyst,1,Small,Hybrid,0,0.1,Gemini,14,103,1.3,5,9.2,Low,Decreased,37675,No,High,Low
14252,54,Healthcare,Software Engineer,8,Small,Hybrid,1,4.5,Copilot,69,85,2.2,7,8.1,High,Decreased,50497,No,Medium,Low
14253,47,Education,Manager,22,Medium,Hybrid,4,2.6,Copilot,76,32,4.0,1,7.0,High,Increased,94859,Yes,Medium,Low
14254,22,Marketing,Data Scientist,0,Small,Onsite,1,2.4,ChatGPT,52,112,1.4,5,8.8,High,Decreased,44573,No,Low,Low
14255,42,Tech,HR,15,Medium,Hybrid,3,4.8,Claude,35,3,0.9,4,5.5,Low,Decreased,66088,Yes,Medium,Low
14256,49,Tech,HR,24,Large,Hybrid,1,0.3,Midjourney,36,49,1.0,2,6.2,Low,Decreased,81824,No,High,Low
14257,22,Finance,Data Analyst,0,Large,Hybrid,3,4.3,Copilot,75,52,3.2,1,6.4,Medium,Decreased,53960,Yes,Medium,Low
14258,37,Retail,Designer,7,Small,Onsite,3,1.1,Gemini,15,81,5.9,4,7.5,Low,Decreased,63432,No,High,Low
14259,28,Healthcare,Designer,4,Large,Onsite,3,2.7,Midjourney,0,152,0.9,3,6.3,Low,Increased,55655,No,High,Low
14260,30,Education,Consultant,7,Large,Onsite,1,4.2,ChatGPT,54,25,4.9,4,4.4,Medium,Decreased,46525,No,High,Low
14261,29,Education,Software Developer,4,Small,Remote,0,3.4,Grok,77,102,3.9,2,5.8,Medium,Same,38763,No,Low,High
14262,52,Retail,Software Developer,23,MNC,Hybrid,0,0.0,Midjourney,5,26,1.2,4,10.0,Medium,Increased,84985,No,Medium,Low
14263,54,Tech,Software Engineer,26,Small,Onsite,2,2.7,Grok,6,38,0.6,0,5.4,Low,Same,90885,No,Low,Low
14264,39,Finance,Manager,3,MNC,Remote,4,1.5,Grok,70,85,5.3,5,7.6,Low,Same,55583,Yes,High,Low
14265,41,Retail,Software Engineer,8,MNC,Hybrid,0,3.6,Grok,22,34,2.0,2,8.3,High,Decreased,50515,No,Low,Low
14266,43,Retail,HR,14,Large,Remote,3,3.3,Gemini,69,144,3.2,1,9.5,High,Decreased,66126,Yes,Medium,High
14267,35,Tech,Designer,12,MNC,Hybrid,4,1.1,Midjourney,66,20,2.3,3,9.9,Medium,Decreased,66246,Yes,High,Low
14268,25,Finance,Data Scientist,3,Medium,Hybrid,1,0.2,Claude,19,7,1.6,3,4.3,High,Same,39124,No,Medium,Low
14269,49,Retail,Software Developer,3,Medium,Hybrid,0,0.8,Copilot,23,26,2.4,5,6.5,Medium,Same,47091,No,High,Low
14270,23,Retail,HR,0,MNC,Onsite,4,0.0,Gemini,75,175,4.1,2,5.9,High,Increased,40586,Yes,Medium,Low
14271,27,Healthcare,Software Engineer,1,Large,Hybrid,3,1.1,ChatGPT,30,161,1.5,7,9.8,High,Same,45613,No,Medium,Low
14272,42,Retail,Designer,19,Small,Onsite,4,1.7,Copilot,69,118,0.4,7,4.6,Medium,Increased,76838,Yes,Medium,Low
14273,46,Tech,Manager,21,Large,Remote,0,4.8,Claude,24,60,4.6,3,4.5,High,Increased,86925,No,Medium,Low
14274,54,Healthcare,Designer,22,Large,Hybrid,1,2.4,Claude,60,5,2.0,6,6.1,High,Same,84061,No,High,Low
14275,43,Retail,Designer,15,MNC,Onsite,4,1.3,Claude,70,142,2.5,6,6.1,High,Increased,74002,Yes,High,Low
14276,44,Marketing,Data Analyst,20,Medium,Remote,0,1.5,Copilot,26,18,0.8,0,6.6,Medium,Decreased,75720,No,Medium,Low
14277,24,Tech,Manager,2,Large,Hybrid,0,2.9,Midjourney,73,87,5.4,1,4.0,Medium,Decreased,33193,No,Medium,Low
14278,35,Healthcare,Data Scientist,8,Small,Remote,1,3.7,Gemini,21,119,1.3,5,6.2,Low,Increased,62983,No,Low,Low
14279,22,Healthcare,Data Analyst,0,Small,Hybrid,4,1.8,Copilot,33,36,3.9,4,4.8,Medium,Same,48580,Yes,High,Low
14280,47,Finance,Software Developer,10,Large,Remote,0,4.5,ChatGPT,61,136,1.9,5,7.2,High,Increased,58991,No,Medium,High
14281,38,Finance,Software Developer,3,MNC,Onsite,0,2.4,Grok,6,161,0.2,7,4.5,Low,Same,37898,No,High,Low
14282,48,Education,Data Scientist,3,Large,Hybrid,1,2.9,Gemini,62,164,1.0,2,4.9,Low,Decreased,42142,No,Medium,Low
14283,54,Education,Software Developer,15,Medium,Remote,2,0.8,Claude,74,133,4.8,0,9.8,High,Decreased,76274,Yes,Medium,Low
14284,30,Finance,Software Engineer,2,Medium,Hybrid,4,2.8,Gemini,71,160,2.7,1,6.4,Low,Increased,50716,Yes,Low,Low
14285,52,Tech,Consultant,21,Small,Hybrid,3,0.9,Claude,37,44,5.7,5,7.1,Medium,Increased,95246,Yes,Medium,Low
14286,46,Finance,Data Scientist,4,Small,Hybrid,0,2.9,Claude,37,127,0.5,6,5.9,High,Decreased,51819,No,High,Low
14287,47,Education,Data Scientist,10,Medium,Remote,3,2.5,ChatGPT,14,177,5.0,7,9.1,Low,Decreased,67410,No,Medium,Low
14288,24,Education,Manager,0,MNC,Onsite,3,0.7,Midjourney,8,126,0.2,2,6.9,Low,Decreased,51355,No,High,Low
14289,52,Education,Software Engineer,28,Large,Remote,3,4.4,Copilot,57,46,4.4,4,8.7,High,Decreased,101010,Yes,Low,Low
14290,54,Retail,Designer,19,Large,Onsite,0,4.4,Grok,79,134,0.2,1,9.8,Low,Increased,64936,No,Low,High
14291,28,Finance,Software Developer,3,Small,Remote,3,3.6,ChatGPT,48,123,3.5,6,9.9,Medium,Decreased,51575,Yes,High,Low
14292,32,Healthcare,Consultant,5,Small,Hybrid,3,3.2,Grok,55,150,6.0,2,9.8,Low,Increased,52086,Yes,High,High
14293,46,Finance,HR,23,Small,Onsite,2,2.8,Midjourney,45,112,4.4,4,5.4,Medium,Decreased,96189,Yes,Low,Low
14294,44,Finance,Data Scientist,4,Medium,Remote,1,3.5,Copilot,39,122,3.2,4,6.4,Low,Decreased,53400,No,High,Low
14295,48,Healthcare,Designer,13,MNC,Hybrid,0,0.9,Gemini,0,14,1.9,5,6.0,Low,Decreased,59726,No,High,Low
14296,47,Education,HR,4,Medium,Onsite,2,2.1,Copilot,78,103,1.8,4,4.9,High,Increased,58737,Yes,Medium,Low
14297,50,Tech,Manager,23,Small,Remote,1,3.0,Copilot,49,150,1.6,6,4.7,Low,Decreased,83826,No,Medium,Low
14298,23,Education,Designer,0,Small,Hybrid,3,0.1,Grok,66,137,3.6,2,9.2,Medium,Same,51316,Yes,Low,Low
14299,25,Tech,HR,2,Small,Onsite,2,4.4,Gemini,15,91,5.5,5,9.9,Low,Same,39689,No,Low,Low
14300,36,Finance,Manager,13,MNC,Remote,2,2.8,Midjourney,38,160,3.0,5,4.5,High,Decreased,65018,Yes,High,Low
14301,46,Retail,HR,21,Small,Remote,2,4.3,Claude,68,117,2.0,6,9.7,High,Decreased,80607,Yes,Medium,High
14302,36,Finance,Software Developer,10,MNC,Hybrid,0,4.1,Copilot,13,21,5.7,2,8.5,High,Increased,45127,No,Low,Low
14303,28,Healthcare,HR,5,Medium,Remote,4,0.6,Midjourney,23,141,3.0,6,4.1,High,Decreased,52369,No,High,Low
14304,54,Marketing,HR,20,Large,Hybrid,0,2.4,Claude,0,12,3.9,4,5.8,Low,Same,79123,No,High,Low
14305,41,Healthcare,HR,17,Small,Onsite,2,2.4,Grok,48,69,4.7,4,7.8,High,Increased,72359,Yes,High,Low
14306,52,Finance,Manager,3,Small,Onsite,4,2.9,Copilot,33,85,2.8,7,4.3,High,Same,50935,Yes,High,Low
14307,47,Education,HR,9,Large,Hybrid,0,1.8,Grok,57,27,3.2,0,8.2,Medium,Increased,57008,No,Medium,Low
14308,34,Healthcare,HR,3,Small,Remote,3,3.2,Claude,43,140,2.3,1,6.3,High,Decreased,45681,Yes,Low,Low
14309,41,Marketing,Manager,19,Small,Remote,2,4.0,Gemini,77,113,5.7,5,7.8,Low,Same,81660,Yes,High,High
14310,52,Healthcare,Consultant,27,Large,Remote,4,4.0,Claude,41,153,2.1,0,4.1,Medium,Increased,109440,Yes,Low,Low
14311,35,Healthcare,Designer,3,Small,Hybrid,3,1.0,Claude,2,36,1.5,3,4.3,Low,Decreased,40235,No,Low,Low
14312,41,Marketing,HR,15,Medium,Remote,4,4.6,ChatGPT,76,71,3.2,3,6.0,Medium,Same,81360,Yes,Medium,Low
14313,32,Healthcare,Data Scientist,7,Small,Remote,3,0.8,Copilot,20,28,4.5,2,6.5,Low,Same,66222,No,Medium,Low
14314,30,Tech,Designer,4,Small,Onsite,3,0.3,Claude,66,161,0.0,5,5.9,Medium,Decreased,45767,Yes,High,Low
14315,27,Education,Data Scientist,3,Medium,Hybrid,1,4.3,Claude,40,178,4.0,0,4.9,High,Same,43783,No,High,Low
14316,31,Finance,Consultant,0,Large,Hybrid,3,0.1,Copilot,28,108,4.5,3,5.8,Medium,Increased,45968,No,Medium,Low
14317,51,Marketing,Data Analyst,3,Medium,Remote,3,0.5,Grok,55,146,0.0,4,9.4,High,Increased,44740,Yes,Low,Low
14318,52,Marketing,Software Engineer,27,Medium,Remote,0,2.3,Claude,42,54,5.2,3,8.7,Low,Decreased,97764,No,High,Low
14319,54,Marketing,Data Scientist,1,Large,Remote,0,4.0,ChatGPT,24,67,1.4,3,8.7,Medium,Decreased,44389,No,High,Low
14320,43,Marketing,Data Analyst,3,MNC,Remote,0,2.0,Midjourney,32,76,4.0,6,5.1,Low,Decreased,43059,No,Medium,Low
14321,52,Retail,Data Scientist,0,Large,Remote,3,0.9,Grok,13,107,4.9,2,5.2,High,Increased,52000,No,High,Low
14322,29,Healthcare,Data Analyst,5,MNC,Onsite,1,3.1,Grok,79,47,3.1,5,6.9,Low,Same,41080,No,Low,Low
14323,23,Finance,Consultant,0,Large,Hybrid,4,2.8,Claude,7,21,5.9,3,7.9,High,Decreased,53876,No,Low,Low
14324,37,Finance,Software Engineer,0,Small,Onsite,2,3.5,Copilot,49,98,4.9,0,9.1,Low,Decreased,36681,Yes,Low,Low
14325,29,Marketing,Software Engineer,2,Large,Remote,3,2.4,ChatGPT,27,69,1.9,3,8.5,Low,Same,52485,No,Low,Low
14326,45,Tech,Data Analyst,14,Small,Hybrid,1,1.0,ChatGPT,29,121,3.2,7,4.1,Low,Decreased,72528,No,High,Low
14327,29,Tech,Consultant,2,Large,Onsite,4,3.9,Gemini,67,147,0.4,5,4.6,Medium,Increased,55082,Yes,Low,High
14328,52,Healthcare,Data Analyst,21,MNC,Onsite,4,0.7,Claude,31,30,0.3,6,9.3,Low,Decreased,98000,Yes,Low,Low
14329,24,Healthcare,Data Analyst,2,Medium,Remote,0,1.5,Midjourney,59,157,1.6,7,5.9,Medium,Same,34877,No,Medium,Low
14330,51,Marketing,Consultant,29,MNC,Remote,0,2.3,Copilot,1,146,3.4,1,5.4,Low,Same,98433,No,Low,Low
14331,33,Marketing,Data Scientist,0,Medium,Onsite,4,0.9,Midjourney,72,13,1.1,0,5.1,Low,Decreased,47361,Yes,Medium,Low
14332,37,Retail,HR,1,Medium,Remote,3,0.7,Copilot,65,71,1.9,0,8.0,Medium,Decreased,46980,Yes,Medium,Low
14333,49,Healthcare,Data Analyst,17,Large,Remote,1,4.5,Grok,42,173,1.8,4,4.9,Medium,Decreased,68441,No,Low,Low
14334,49,Education,Designer,16,Medium,Remote,2,1.9,Grok,58,53,4.9,5,8.2,Medium,Decreased,66776,Yes,Low,Low
14335,29,Education,Designer,3,MNC,Remote,2,4.4,Copilot,54,168,2.6,4,5.2,High,Decreased,53523,Yes,High,High
14336,25,Healthcare,Data Scientist,0,Small,Onsite,3,4.0,ChatGPT,27,170,4.8,0,4.8,Medium,Increased,34668,No,Low,Low
14337,32,Marketing,Consultant,1,MNC,Hybrid,1,1.2,Copilot,62,138,5.7,3,6.1,High,Increased,34237,No,High,Low
14338,46,Marketing,Software Developer,2,MNC,Remote,3,2.0,Gemini,10,65,4.6,7,5.0,High,Same,50664,No,Medium,Low
14339,41,Retail,Designer,9,Medium,Hybrid,3,4.4,Copilot,5,163,5.6,6,8.8,Low,Increased,54168,No,High,Low
14340,30,Education,Data Analyst,8,Small,Onsite,2,1.9,Copilot,69,49,4.5,7,5.0,Medium,Same,56369,Yes,Medium,Low
14341,39,Healthcare,Software Developer,10,MNC,Onsite,0,2.4,Midjourney,4,69,2.2,2,5.0,Medium,Decreased,62419,No,Medium,Low
14342,40,Education,Designer,16,Large,Remote,1,2.5,Gemini,72,168,3.6,2,9.5,Medium,Decreased,61162,No,High,Low
14343,33,Education,HR,4,Large,Hybrid,2,0.6,Claude,16,114,4.2,6,8.3,Low,Same,45783,No,Medium,Low
14344,36,Healthcare,Data Scientist,11,Medium,Onsite,0,0.2,Grok,73,165,2.1,6,4.6,Medium,Increased,51209,No,Medium,Low
14345,52,Tech,Data Analyst,17,Large,Onsite,4,3.6,Gemini,25,94,4.0,0,6.1,Medium,Same,72159,No,High,Low
14346,47,Education,Data Analyst,8,MNC,Onsite,2,3.1,ChatGPT,70,167,2.7,7,9.0,High,Decreased,58397,Yes,High,High
14347,39,Education,HR,6,Small,Onsite,1,4.2,Gemini,59,123,4.1,0,5.6,Low,Decreased,43101,No,Medium,High
14348,38,Finance,Consultant,14,Medium,Onsite,0,0.5,Claude,52,160,1.1,1,6.0,Medium,Increased,58218,No,Medium,Low
14349,28,Healthcare,Data Scientist,2,MNC,Remote,4,4.9,Copilot,68,38,0.2,5,8.3,Medium,Decreased,43918,Yes,Low,Low
14350,36,Education,HR,11,Large,Remote,1,4.1,Claude,3,19,3.4,1,4.9,High,Increased,62854,No,Medium,Low
14351,43,Finance,Software Developer,11,Small,Remote,1,3.3,Claude,4,31,4.4,0,7.0,Low,Same,66222,No,High,Low
14352,41,Retail,Data Analyst,12,Large,Onsite,3,2.6,Grok,9,116,5.4,7,7.3,High,Increased,76350,No,Low,Low
14353,28,Marketing,Consultant,1,MNC,Hybrid,2,2.1,Copilot,11,145,3.4,6,4.7,Low,Same,43430,No,Medium,Low
14354,36,Marketing,HR,7,MNC,Hybrid,4,1.0,ChatGPT,5,156,1.0,2,7.0,Medium,Decreased,67796,No,Medium,Low
14355,33,Education,Manager,4,Small,Hybrid,1,0.4,Midjourney,71,21,0.2,2,6.8,High,Same,39263,No,High,Low
14356,30,Healthcare,Designer,1,Small,Remote,0,3.8,Copilot,52,74,4.5,0,4.9,Medium,Same,32894,No,Medium,Low
14357,31,Finance,Data Analyst,4,Large,Onsite,4,1.9,Copilot,32,101,2.2,1,7.3,Low,Same,45617,Yes,High,Low
14358,22,Finance,Software Engineer,0,Large,Remote,4,1.9,Copilot,79,109,0.1,5,6.9,Low,Same,53434,Yes,Low,Low
14359,48,Healthcare,Manager,0,Large,Hybrid,0,0.5,Copilot,21,35,4.9,4,7.4,Medium,Increased,39170,No,High,Low
14360,37,Marketing,HR,7,Medium,Remote,1,0.3,Copilot,39,34,4.6,4,4.5,High,Same,58969,No,Medium,Low
14361,29,Finance,Designer,7,Small,Onsite,4,2.7,Gemini,3,70,3.1,7,7.9,Medium,Same,58394,No,Low,Low
14362,24,Retail,Consultant,2,Small,Onsite,2,2.9,Midjourney,56,54,0.3,3,8.3,Low,Decreased,53733,Yes,Low,Low
14363,43,Tech,Data Analyst,11,Large,Onsite,1,2.2,Grok,75,36,5.7,2,6.9,Low,Decreased,67598,No,Medium,Low
14364,32,Healthcare,HR,1,Large,Onsite,0,2.0,Midjourney,13,149,1.4,4,4.7,Medium,Decreased,29447,No,Low,Low
14365,51,Marketing,Designer,20,MNC,Onsite,2,4.6,Copilot,42,103,4.4,6,8.5,Low,Decreased,74987,Yes,Low,Low
14366,39,Tech,Manager,7,Medium,Hybrid,0,2.1,Claude,56,74,1.3,0,8.9,Medium,Increased,52756,No,High,Low
14367,35,Marketing,Software Developer,4,MNC,Hybrid,3,0.8,ChatGPT,64,157,2.2,1,5.9,Low,Increased,44626,Yes,High,Low
14368,45,Marketing,Software Engineer,5,Small,Hybrid,1,1.4,Claude,36,85,6.0,7,10.0,Medium,Decreased,51957,No,High,Low
14369,25,Marketing,Software Developer,0,Medium,Onsite,1,3.3,Gemini,51,133,6.0,2,6.8,Medium,Same,47977,No,Medium,High
14370,39,Retail,Data Analyst,0,Medium,Remote,3,0.5,Copilot,63,99,6.0,1,8.1,Medium,Same,50554,Yes,Low,Low
14371,48,Marketing,Designer,18,MNC,Hybrid,2,1.4,Copilot,41,83,0.8,5,9.7,High,Increased,77664,Yes,Medium,Low
14372,42,Finance,Software Engineer,20,Large,Onsite,4,1.7,Claude,21,49,2.8,7,4.5,Low,Decreased,92132,No,High,Low
14373,52,Retail,Software Developer,29,Medium,Remote,0,2.8,Copilot,25,137,2.6,2,6.9,Medium,Increased,102192,No,High,Low
14374,31,Finance,Designer,3,MNC,Hybrid,1,2.0,Grok,20,26,2.6,2,4.8,Medium,Same,52151,No,Medium,Low
14375,45,Retail,Manager,9,Small,Hybrid,0,3.7,Midjourney,41,74,3.7,7,4.1,Low,Same,62981,No,High,Low
14376,44,Healthcare,Data Analyst,1,Medium,Onsite,4,1.5,Gemini,64,131,0.8,5,6.2,Low,Same,44562,Yes,High,Low
14377,53,Education,HR,10,Large,Hybrid,4,4.5,Gemini,0,94,3.6,4,8.2,Medium,Decreased,73447,No,Low,Low
14378,54,Marketing,Data Scientist,26,MNC,Hybrid,1,2.4,Claude,28,81,1.4,5,5.9,Medium,Decreased,96947,No,High,Low
14379,47,Healthcare,HR,0,MNC,Hybrid,3,1.3,ChatGPT,41,177,0.5,7,5.1,Medium,Decreased,44249,Yes,Low,Low
14380,31,Education,Designer,0,Small,Onsite,4,1.1,Grok,37,54,5.6,3,7.5,High,Increased,53979,Yes,Low,Low
14381,39,Healthcare,Software Developer,1,Medium,Onsite,0,0.2,Gemini,78,128,0.2,6,6.4,Low,Increased,34560,No,High,Low
14382,37,Healthcare,Data Analyst,8,MNC,Onsite,0,0.9,Grok,48,55,2.5,4,7.2,Medium,Same,59408,No,Low,Low
14383,37,Tech,Data Scientist,9,Medium,Remote,0,3.9,ChatGPT,75,33,3.8,4,8.3,Low,Increased,57982,No,Medium,Low
14384,48,Education,HR,25,Large,Remote,3,3.1,Midjourney,18,72,5.1,0,4.2,High,Same,97899,No,High,Low
14385,47,Finance,Manager,21,MNC,Hybrid,4,3.2,ChatGPT,18,133,2.1,7,4.3,Medium,Decreased,93493,No,Medium,Low
14386,23,Tech,HR,1,Large,Hybrid,3,3.2,Copilot,26,106,2.6,4,6.6,High,Same,38664,No,High,Low
14387,53,Education,Consultant,0,MNC,Hybrid,2,4.1,ChatGPT,55,10,1.8,6,4.5,High,Decreased,45878,Yes,High,Low
14388,25,Retail,HR,3,Small,Remote,0,4.3,Copilot,25,11,0.6,1,6.6,High,Decreased,37031,No,Medium,Low
14389,47,Marketing,Designer,4,Medium,Onsite,1,1.9,Grok,53,136,0.2,5,9.5,High,Same,41480,No,High,Low
14390,24,Education,Data Scientist,2,MNC,Onsite,3,2.5,Copilot,53,3,5.3,2,6.5,Medium,Decreased,49969,Yes,High,Low
14391,35,Marketing,Software Engineer,5,Large,Remote,0,1.9,Midjourney,39,157,0.9,3,4.5,Medium,Decreased,50264,No,High,Low
14392,30,Marketing,HR,7,Small,Hybrid,1,3.6,Gemini,54,9,4.9,2,5.7,High,Increased,58763,No,Low,Low
14393,34,Healthcare,Data Analyst,5,MNC,Hybrid,1,1.3,Copilot,58,121,5.4,7,4.5,Low,Decreased,55710,No,Medium,Low
14394,51,Retail,Software Developer,15,Small,Hybrid,1,4.0,Copilot,21,106,5.7,7,7.9,Medium,Decreased,71849,No,Medium,Low
14395,52,Retail,Manager,7,MNC,Hybrid,0,0.2,Claude,76,177,1.5,6,4.3,Medium,Same,58643,No,High,Low
14396,40,Healthcare,Software Engineer,15,MNC,Hybrid,1,3.4,Grok,26,81,3.7,6,8.6,Low,Increased,69705,No,Medium,Low
14397,25,Finance,Designer,1,MNC,Onsite,1,1.8,Gemini,47,72,1.2,4,8.3,Medium,Same,34569,No,Low,Low
14398,48,Tech,Designer,26,MNC,Remote,4,3.2,ChatGPT,40,95,6.0,3,9.2,Low,Increased,106875,Yes,Medium,Low
14399,36,Finance,Software Developer,6,Small,Remote,1,2.6,ChatGPT,53,26,5.1,7,7.5,Low,Decreased,41298,No,Low,Low
14400,53,Retail,Designer,0,Large,Onsite,2,0.4,Grok,25,49,2.5,3,5.2,High,Decreased,37339,No,High,Low
14401,48,Education,Software Engineer,4,Large,Hybrid,0,4.7,Claude,70,68,4.7,3,8.0,Medium,Same,34385,No,Low,Low
14402,40,Healthcare,Manager,8,Medium,Remote,1,0.3,Copilot,58,127,3.4,4,7.7,High,Decreased,61420,No,Medium,Low
14403,51,Education,Data Scientist,8,Small,Onsite,1,0.7,ChatGPT,77,54,4.5,6,8.8,Low,Same,49041,No,Medium,Low
14404,26,Tech,Software Engineer,0,MNC,Onsite,0,4.9,Claude,6,106,4.4,7,9.0,Medium,Decreased,39352,No,Low,Low
14405,29,Marketing,Software Developer,0,Small,Onsite,1,0.3,Midjourney,39,148,0.3,2,5.7,Low,Same,47539,No,Low,Low
14406,30,Healthcare,Designer,1,Small,Remote,4,1.7,Gemini,76,145,3.4,0,5.4,Low,Decreased,56892,Yes,High,Low
14407,23,Healthcare,Manager,1,MNC,Hybrid,2,3.5,Copilot,8,94,0.2,5,4.5,Low,Same,44128,No,High,Low
14408,36,Healthcare,Data Scientist,2,MNC,Hybrid,4,3.4,Claude,2,160,3.7,4,8.4,Medium,Decreased,42978,No,Medium,Low
14409,28,Education,Consultant,5,Medium,Hybrid,2,3.6,Claude,79,53,1.1,2,5.8,Medium,Same,46779,Yes,High,Low
14410,33,Retail,Consultant,4,Large,Onsite,0,4.2,ChatGPT,38,18,1.4,7,9.5,Low,Same,45311,No,Low,Low
14411,48,Retail,Software Developer,16,Small,Hybrid,1,2.3,ChatGPT,60,104,3.2,7,5.0,Medium,Same,61561,No,Low,Low
14412,36,Healthcare,HR,13,Small,Remote,3,1.4,Claude,54,57,2.2,6,5.5,High,Same,74775,Yes,Medium,Low
14413,36,Healthcare,Software Developer,14,MNC,Onsite,1,2.2,ChatGPT,49,132,2.7,6,6.7,Medium,Same,59481,No,Low,Low
14414,44,Healthcare,Consultant,2,MNC,Hybrid,0,4.0,Claude,57,171,0.7,1,7.5,Medium,Same,38793,No,High,High
14415,25,Healthcare,Data Scientist,3,MNC,Hybrid,3,1.7,Grok,78,154,5.9,0,5.9,High,Decreased,56774,Yes,Low,Low
14416,39,Education,Designer,13,MNC,Hybrid,2,2.0,Claude,8,105,5.2,4,5.7,Low,Increased,59394,No,Medium,Low
